task_id,amount_due,days_overdue,risk_score,customer_segment,entry_date
T1795,68.59,89,840,SME,2025-09-10
T2621,238.38,89,368,Retail,2025-09-10
T3295,752.78,89,303,Retail,2025-09-10
T3974,669.7,89,603,Corporate,2025-09-10
T4487,189.36,89,481,Retail,2025-09-10
T0279,293.69,88,754,SME,2025-09-11
T0289,156.18,88,323,Corporate,2025-09-11
T0510,658.49,88,625,Retail,2025-09-11
T0742,500.99,88,622,Corporate,2025-09-11
T1089,120.69,88,763,Retail,2025-09-11
T1885,79.53,88,555,SME,2025-09-11
T2050,4410.13,88,839,SME,2025-09-11
T2231,651.14,88,502,SME,2025-09-11
T2493,232.3,88,526,Corporate,2025-09-11
T2923,1734.36,88,596,Retail,2025-09-11
T2992,306.83,88,560,Corporate,2025-09-11
T3098,776.31,88,691,SME,2025-09-11
T3216,200.84,88,521,SME,2025-09-11
T3226,66.11,88,718,Retail,2025-09-11
T3521,232.02,88,660,Retail,2025-09-11
T3571,365.88,88,625,SME,2025-09-11
T3628,62.09,88,412,SME,2025-09-11
T4417,151.94,88,531,SME,2025-09-11
T4495,215.92,88,680,SME,2025-09-11
T4529,323.52,88,566,Corporate,2025-09-11
T4604,212.71,88,459,Retail,2025-09-11
T4846,234.1,88,591,Corporate,2025-09-11
T4850,466.52,88,831,Retail,2025-09-11
T4854,532.76,88,634,Corporate,2025-09-11
T0290,246.82,87,705,Corporate,2025-09-12
T0310,702.42,87,319,Corporate,2025-09-12
T0338,127.66,87,501,Retail,2025-09-12
T0449,39.4,87,522,Corporate,2025-09-12
T1046,141.04,87,653,Corporate,2025-09-12
T1536,53.95,87,642,Corporate,2025-09-12
T1747,945.81,87,323,Corporate,2025-09-12
T2101,374.86,87,699,Retail,2025-09-12
T2429,60.58,87,718,SME,2025-09-12
T2732,200.62,87,641,Corporate,2025-09-12
T2819,811.08,87,476,Corporate,2025-09-12
T3629,39.25,87,730,Retail,2025-09-12
T3781,315.81,87,323,Retail,2025-09-12
T3883,1505.6,87,630,Retail,2025-09-12
T4081,1287.8,87,572,SME,2025-09-12
T4193,287.73,87,743,Retail,2025-09-12
T4653,741.31,87,653,SME,2025-09-12
T1521,171.76,86,681,Retail,2025-09-13
T2313,241.41,86,629,Corporate,2025-09-13
T4133,965.88,86,705,Retail,2025-09-13
T1961,100.92,85,381,SME,2025-09-14
T3323,1277.53,85,441,Retail,2025-09-14
T0048,353.8,84,719,Corporate,2025-09-15
T0222,70.91,84,542,Retail,2025-09-15
T0322,86.45,84,555,SME,2025-09-15
T0601,957.16,84,845,SME,2025-09-15
T0998,134.22,84,732,Retail,2025-09-15
T1069,3585.51,84,785,Retail,2025-09-15
T1091,1001.42,84,747,Retail,2025-09-15
T1135,87.45,84,469,SME,2025-09-15
T1639,288.66,84,807,Corporate,2025-09-15
T1774,38.93,84,846,Retail,2025-09-15
T1793,381.66,84,562,SME,2025-09-15
T1896,728.64,84,337,Retail,2025-09-15
T2333,249.4,84,597,SME,2025-09-15
T2383,237.8,84,573,Corporate,2025-09-15
T2528,302.34,84,842,SME,2025-09-15
T2697,232.54,84,373,Retail,2025-09-15
T2729,57.62,84,346,Corporate,2025-09-15
T2758,626.24,84,568,Retail,2025-09-15
T2835,847.62,84,308,Corporate,2025-09-15
T3228,1988.76,84,746,Retail,2025-09-15
T3267,664.33,84,461,Retail,2025-09-15
T3418,1128.25,84,608,Retail,2025-09-15
T3535,59.77,84,480,SME,2025-09-15
T3633,311.2,84,385,SME,2025-09-15
T3831,231.42,84,844,SME,2025-09-15
T3893,175.02,84,303,Retail,2025-09-15
T4464,164.05,84,375,SME,2025-09-15
T4465,886.9,84,558,Retail,2025-09-15
T4809,155.62,84,694,SME,2025-09-15
T4829,41.21,84,839,SME,2025-09-15
T4931,43.68,84,705,Retail,2025-09-15
T0657,1113.7,83,457,SME,2025-09-16
T0809,159.66,83,574,Corporate,2025-09-16
T1368,581.31,83,420,Corporate,2025-09-16
T1400,997.39,83,743,Corporate,2025-09-16
T1580,429.21,83,344,Retail,2025-09-16
T1702,449.11,83,634,Retail,2025-09-16
T1881,115.5,83,485,SME,2025-09-16
T2078,165.09,83,634,Retail,2025-09-16
T2392,44.29,83,603,Retail,2025-09-16
T2432,231.72,83,734,Retail,2025-09-16
T2792,1174.58,83,498,Retail,2025-09-16
T3059,125.14,83,300,Corporate,2025-09-16
T3213,111.57,83,787,Corporate,2025-09-16
T3311,864.87,83,742,Retail,2025-09-16
T3313,531.54,83,700,Corporate,2025-09-16
T3478,119.74,83,809,SME,2025-09-16
T3953,182.11,83,824,SME,2025-09-16
T4128,290.73,83,330,SME,2025-09-16
T4253,35.57,83,841,Corporate,2025-09-16
T4474,36.62,83,306,Retail,2025-09-16
T4512,184.75,83,850,Retail,2025-09-16
T4739,150.82,83,345,Corporate,2025-09-16
T4999,17.2,83,766,Corporate,2025-09-16
T0187,214.72,82,392,SME,2025-09-17
T0425,289.93,82,647,SME,2025-09-17
T0579,621.72,82,786,Corporate,2025-09-17
T0872,28.4,82,491,SME,2025-09-17
T0947,922.99,82,743,Retail,2025-09-17
T0953,505.02,82,343,Corporate,2025-09-17
T1096,185.88,82,567,Retail,2025-09-17
T1133,212.77,82,791,Retail,2025-09-17
T1633,519.77,82,692,Corporate,2025-09-17
T1708,446.71,82,365,SME,2025-09-17
T2430,352.0,82,414,Corporate,2025-09-17
T2545,2176.73,82,614,SME,2025-09-17
T2595,644.71,82,680,Corporate,2025-09-17
T3541,376.64,82,455,SME,2025-09-17
T3969,108.28,82,622,Corporate,2025-09-17
T4705,249.99,82,366,Retail,2025-09-17
T4880,275.44,82,702,Corporate,2025-09-17
T4977,110.99,82,632,Retail,2025-09-17
T0440,331.72,81,534,Corporate,2025-09-18
T1277,525.29,81,813,Retail,2025-09-18
T1696,2468.24,81,300,Retail,2025-09-18
T1714,56.99,81,647,SME,2025-09-18
T1970,275.96,81,403,Corporate,2025-09-18
T2151,424.79,81,594,Corporate,2025-09-18
T2589,316.07,81,544,Corporate,2025-09-18
T2590,79.9,81,634,Retail,2025-09-18
T2601,445.87,81,819,Corporate,2025-09-18
T2706,370.08,81,608,SME,2025-09-18
T2783,112.75,81,647,SME,2025-09-18
T3210,201.98,81,794,Retail,2025-09-18
T3573,311.4,81,634,Corporate,2025-09-18
T0284,225.68,80,731,Retail,2025-09-19
T0341,475.58,80,315,SME,2025-09-19
T0751,143.23,80,595,SME,2025-09-19
T1132,85.34,80,393,Retail,2025-09-19
T1751,329.94,80,338,Retail,2025-09-19
T1898,309.08,80,411,SME,2025-09-19
T1981,33.88,80,712,Corporate,2025-09-19
T2486,292.71,80,783,SME,2025-09-19
T3266,82.44,80,718,SME,2025-09-19
T3459,838.99,80,563,Retail,2025-09-19
T3583,629.86,80,332,Retail,2025-09-19
T4575,684.26,80,666,SME,2025-09-19
T4648,1390.85,80,721,SME,2025-09-19
T4743,83.44,80,545,Retail,2025-09-19
T4897,224.64,80,315,Retail,2025-09-19
T3362,59.65,78,625,SME,2025-09-21
T0090,1107.78,77,510,Retail,2025-09-22
T0462,80.4,77,435,Corporate,2025-09-22
T0989,1525.89,77,395,Retail,2025-09-22
T1067,235.3,77,713,Retail,2025-09-22
T1163,509.83,77,607,Corporate,2025-09-22
T1360,111.25,77,376,Corporate,2025-09-22
T1453,130.85,77,578,Corporate,2025-09-22
T1539,318.31,77,732,Corporate,2025-09-22
T1603,82.36,77,713,Corporate,2025-09-22
T1790,1178.01,77,661,Retail,2025-09-22
T2533,154.83,77,792,Corporate,2025-09-22
T2612,41.75,77,803,Corporate,2025-09-22
T2613,20.52,77,341,Retail,2025-09-22
T2636,681.68,77,449,SME,2025-09-22
T2765,85.95,77,754,Retail,2025-09-22
T2827,249.26,77,574,SME,2025-09-22
T2910,216.32,77,531,Retail,2025-09-22
T3215,258.02,77,463,Corporate,2025-09-22
T3305,135.26,77,438,Corporate,2025-09-22
T3813,577.3,77,345,Retail,2025-09-22
T3945,75.73,77,774,SME,2025-09-22
T4040,10.0,77,479,Retail,2025-09-22
T4200,160.3,77,628,Retail,2025-09-22
T4241,614.44,77,556,Retail,2025-09-22
T4328,168.24,77,640,Retail,2025-09-22
T4379,3219.3,77,844,SME,2025-09-22
T4473,279.7,77,304,Retail,2025-09-22
T4492,16.82,77,404,Corporate,2025-09-22
T4688,63.26,77,824,Retail,2025-09-22
T0650,59.92,76,372,Retail,2025-09-23
T0971,326.64,76,756,Corporate,2025-09-23
T1662,295.55,76,699,Corporate,2025-09-23
T1665,823.56,76,375,Retail,2025-09-23
T1833,101.5,76,349,SME,2025-09-23
T1835,80.74,76,463,Retail,2025-09-23
T1850,188.74,76,304,Corporate,2025-09-23
T1956,153.11,76,316,Corporate,2025-09-23
T2079,740.79,76,681,Retail,2025-09-23
T2268,242.08,76,357,Corporate,2025-09-23
T2511,176.63,76,608,SME,2025-09-23
T2626,176.85,76,704,Retail,2025-09-23
T2737,477.59,76,504,SME,2025-09-23
T2863,600.84,76,388,SME,2025-09-23
T3039,58.19,76,679,Corporate,2025-09-23
T3856,203.6,76,708,Retail,2025-09-23
T4597,65.06,76,696,SME,2025-09-23
T0311,417.72,75,836,SME,2025-09-24
T0312,676.42,75,325,SME,2025-09-24
T0539,105.18,75,424,Corporate,2025-09-24
T0932,195.11,75,716,SME,2025-09-24
T1218,87.75,75,430,Retail,2025-09-24
T1565,235.76,75,570,SME,2025-09-24
T1986,887.52,75,502,Retail,2025-09-24
T2368,930.36,75,485,Retail,2025-09-24
T2691,167.55,75,523,Corporate,2025-09-24
T3080,226.03,75,621,SME,2025-09-24
T3155,537.25,75,510,Retail,2025-09-24
T3170,187.05,75,719,Retail,2025-09-24
T3519,299.91,75,367,SME,2025-09-24
T4015,155.48,75,742,SME,2025-09-24
T0121,130.32,74,467,SME,2025-09-25
T0170,417.82,74,688,SME,2025-09-25
T0199,74.1,74,345,Corporate,2025-09-25
T0618,101.06,74,624,SME,2025-09-25
T0646,104.75,74,438,Corporate,2025-09-25
T1104,916.9,74,368,SME,2025-09-25
T1141,133.15,74,534,Retail,2025-09-25
T1524,294.4,74,467,SME,2025-09-25
T1815,242.74,74,325,Retail,2025-09-25
T1995,94.21,74,815,SME,2025-09-25
T2131,212.34,74,639,Retail,2025-09-25
T2370,150.6,74,770,Retail,2025-09-25
T2451,62.5,74,321,Retail,2025-09-25
T2674,78.33,74,733,SME,2025-09-25
T2892,1020.69,74,397,Corporate,2025-09-25
T3251,521.93,74,823,Retail,2025-09-25
T3509,243.77,74,850,Corporate,2025-09-25
T3928,294.4,74,620,Corporate,2025-09-25
T4384,195.16,74,311,Corporate,2025-09-25
T4721,323.18,74,516,Retail,2025-09-25
T4835,961.42,74,389,Corporate,2025-09-25
T0167,532.0,73,309,SME,2025-09-26
T0502,507.22,73,374,SME,2025-09-26
T0665,450.83,73,762,Corporate,2025-09-26
T0881,378.32,73,794,SME,2025-09-26
T0944,250.07,73,527,Retail,2025-09-26
T1037,96.94,73,334,Retail,2025-09-26
T1152,259.42,73,391,SME,2025-09-26
T1369,56.8,73,796,Retail,2025-09-26
T1719,64.06,73,482,SME,2025-09-26
T1989,658.23,73,369,Corporate,2025-09-26
T2270,218.03,73,712,SME,2025-09-26
T3422,256.69,73,777,Corporate,2025-09-26
T3504,35.02,73,664,Corporate,2025-09-26
T4320,200.88,73,729,Corporate,2025-09-26
T4338,380.22,73,698,SME,2025-09-26
T4440,242.08,73,336,Retail,2025-09-26
T0775,343.22,72,682,Retail,2025-09-27
T0814,94.99,72,346,SME,2025-09-27
T1498,203.55,72,409,Corporate,2025-09-27
T1783,1079.72,72,346,Corporate,2025-09-27
T2882,210.18,72,826,Retail,2025-09-27
T4237,50.12,72,557,Retail,2025-09-27
T1185,623.94,71,626,Retail,2025-09-28
T0007,203.84,70,558,SME,2025-09-29
T0276,981.44,70,724,SME,2025-09-29
T0711,242.9,70,327,Retail,2025-09-29
T1198,333.2,70,815,Retail,2025-09-29
T1419,135.45,70,745,Retail,2025-09-29
T1646,45.98,70,564,SME,2025-09-29
T1826,1510.11,70,739,Corporate,2025-09-29
T1872,164.05,70,372,Corporate,2025-09-29
T2011,29.89,70,611,Retail,2025-09-29
T2102,157.19,70,784,Retail,2025-09-29
T2191,275.54,70,748,Retail,2025-09-29
T2415,190.84,70,746,SME,2025-09-29
T2459,136.03,70,493,Corporate,2025-09-29
T2482,155.18,70,399,Retail,2025-09-29
T3021,115.94,70,511,Corporate,2025-09-29
T3178,644.48,70,302,Corporate,2025-09-29
T3190,100.65,70,626,SME,2025-09-29
T3209,89.44,70,829,SME,2025-09-29
T3217,601.71,70,797,Retail,2025-09-29
T3337,146.81,70,594,Corporate,2025-09-29
T3366,190.23,70,440,SME,2025-09-29
T3392,349.87,70,315,Retail,2025-09-29
T3441,926.71,70,375,Retail,2025-09-29
T3569,108.2,70,597,SME,2025-09-29
T3675,206.03,70,484,SME,2025-09-29
T3810,107.66,70,548,Retail,2025-09-29
T3872,1101.26,70,545,SME,2025-09-29
T3892,214.05,70,551,Corporate,2025-09-29
T4180,50.56,70,660,SME,2025-09-29
T4344,265.12,70,484,Corporate,2025-09-29
T4523,278.85,70,569,SME,2025-09-29
T4640,32.08,70,824,Corporate,2025-09-29
T4773,200.35,70,778,Retail,2025-09-29
T4839,895.36,70,366,Retail,2025-09-29
T4942,221.32,70,433,Retail,2025-09-29
T0004,128.31,69,439,SME,2025-09-30
T0011,88.26,69,553,Retail,2025-09-30
T0161,321.36,69,422,Retail,2025-09-30
T0280,436.6,69,532,SME,2025-09-30
T0509,220.93,69,623,SME,2025-09-30
T0598,372.85,69,840,Corporate,2025-09-30
T0895,74.55,69,500,SME,2025-09-30
T1014,57.05,69,490,Retail,2025-09-30
T1298,54.13,69,498,Corporate,2025-09-30
T1367,258.03,69,360,Retail,2025-09-30
T1437,502.29,69,650,Corporate,2025-09-30
T1564,1664.47,69,709,SME,2025-09-30
T1953,466.16,69,544,Retail,2025-09-30
T2443,555.65,69,591,SME,2025-09-30
T2596,59.28,69,838,SME,2025-09-30
T2663,1123.94,69,649,SME,2025-09-30
T2817,99.45,69,833,Retail,2025-09-30
T2850,478.73,69,645,Retail,2025-09-30
T3296,540.91,69,589,Retail,2025-09-30
T3432,1470.19,69,759,SME,2025-09-30
T3713,275.63,69,378,Retail,2025-09-30
T3722,206.4,69,574,SME,2025-09-30
T4114,255.67,69,604,Retail,2025-09-30
T4215,634.07,69,848,SME,2025-09-30
T4507,175.34,69,506,SME,2025-09-30
T4752,318.79,69,554,SME,2025-09-30
T0162,132.3,68,746,Corporate,2025-10-01
T0335,265.15,68,372,Retail,2025-10-01
T0408,27.35,68,693,Corporate,2025-10-01
T0421,127.02,68,451,SME,2025-10-01
T1401,74.55,68,576,SME,2025-10-01
T1725,33.94,68,409,SME,2025-10-01
T2639,134.64,68,823,Corporate,2025-10-01
T2779,305.41,68,540,SME,2025-10-01
T4068,55.56,68,808,Corporate,2025-10-01
T4415,91.55,68,328,SME,2025-10-01
T4436,36.24,68,705,Retail,2025-10-01
T4530,804.56,68,441,Retail,2025-10-01
T4830,828.21,68,334,Corporate,2025-10-01
T0077,763.42,67,808,SME,2025-10-02
T0269,116.71,67,581,Retail,2025-10-02
T0394,88.43,67,592,SME,2025-10-02
T0571,557.08,67,355,Retail,2025-10-02
T0622,475.26,67,500,SME,2025-10-02
T0628,297.9,67,458,SME,2025-10-02
T1001,284.59,67,849,Corporate,2025-10-02
T1200,1021.23,67,484,SME,2025-10-02
T1619,661.4,67,677,Retail,2025-10-02
T1742,562.06,67,571,SME,2025-10-02
T2813,657.98,67,808,Retail,2025-10-02
T2874,877.66,67,763,SME,2025-10-02
T3069,171.64,67,515,Retail,2025-10-02
T3265,67.89,67,681,SME,2025-10-02
T3404,122.04,67,584,Corporate,2025-10-02
T3751,288.2,67,629,Retail,2025-10-02
T4159,385.42,67,569,Corporate,2025-10-02
T4220,66.29,67,586,Corporate,2025-10-02
T4760,875.93,67,664,Corporate,2025-10-02
T4889,72.3,67,379,SME,2025-10-02
T0017,433.55,66,310,SME,2025-10-03
T0797,176.0,66,705,Retail,2025-10-03
T0880,102.05,66,394,Retail,2025-10-03
T1056,189.32,66,553,Corporate,2025-10-03
T1204,578.15,66,531,Corporate,2025-10-03
T1371,3680.46,66,444,Retail,2025-10-03
T1443,585.77,66,310,SME,2025-10-03
T1560,202.04,66,725,SME,2025-10-03
T1761,62.12,66,540,SME,2025-10-03
T2031,78.79,66,810,SME,2025-10-03
T3632,165.21,66,711,SME,2025-10-03
T3693,77.0,66,625,Corporate,2025-10-03
T3875,334.13,66,527,SME,2025-10-03
T3947,624.75,66,588,Retail,2025-10-03
T4106,446.5,66,351,Corporate,2025-10-03
T4664,379.95,66,413,Corporate,2025-10-03
T4708,97.06,66,670,Corporate,2025-10-03
T3709,237.46,65,508,Corporate,2025-10-04
T4233,93.19,65,414,Corporate,2025-10-04
T4599,437.32,65,563,Corporate,2025-10-04
T3667,334.56,64,738,Retail,2025-10-05
T0183,387.73,63,570,SME,2025-10-06
T0328,114.74,63,815,SME,2025-10-06
T0398,331.44,63,663,Retail,2025-10-06
T0660,200.16,63,567,SME,2025-10-06
T1031,142.94,63,765,Corporate,2025-10-06
T1455,119.64,63,511,SME,2025-10-06
T1574,252.09,63,536,Corporate,2025-10-06
T1828,30.35,63,332,Corporate,2025-10-06
T1979,699.28,63,831,Retail,2025-10-06
T2036,610.29,63,669,Corporate,2025-10-06
T2215,61.14,63,596,Corporate,2025-10-06
T2217,272.19,63,747,Corporate,2025-10-06
T2271,42.09,63,455,SME,2025-10-06
T2481,471.72,63,772,Corporate,2025-10-06
T2547,187.1,63,362,SME,2025-10-06
T3022,179.83,63,572,SME,2025-10-06
T3049,313.51,63,629,Retail,2025-10-06
T3166,526.46,63,739,Corporate,2025-10-06
T3249,1796.69,63,473,SME,2025-10-06
T3287,706.27,63,640,Corporate,2025-10-06
T3452,226.33,63,374,Retail,2025-10-06
T3708,1102.48,63,708,Corporate,2025-10-06
T3723,133.81,63,482,SME,2025-10-06
T3786,57.33,63,776,Retail,2025-10-06
T3916,795.07,63,521,SME,2025-10-06
T3943,465.95,63,789,SME,2025-10-06
T4695,266.39,63,441,Corporate,2025-10-06
T4770,203.52,63,489,Corporate,2025-10-06
T0294,467.36,62,514,SME,2025-10-07
T0834,222.82,62,593,Corporate,2025-10-07
T0920,126.82,62,326,SME,2025-10-07
T1051,749.12,62,396,Corporate,2025-10-07
T1286,871.7,62,531,SME,2025-10-07
T1538,112.82,62,600,SME,2025-10-07
T1631,98.91,62,556,Retail,2025-10-07
T2040,227.25,62,519,SME,2025-10-07
T2044,188.25,62,842,SME,2025-10-07
T2107,117.37,62,558,SME,2025-10-07
T2144,104.85,62,566,SME,2025-10-07
T2322,875.86,62,461,Corporate,2025-10-07
T2391,353.97,62,769,SME,2025-10-07
T2422,210.67,62,841,Corporate,2025-10-07
T2841,123.15,62,802,SME,2025-10-07
T3079,250.9,62,324,Corporate,2025-10-07
T3497,128.88,62,390,Retail,2025-10-07
T3543,902.87,62,497,Retail,2025-10-07
T3581,468.97,62,678,Retail,2025-10-07
T3674,161.83,62,647,SME,2025-10-07
T3764,425.02,62,407,SME,2025-10-07
T3914,146.41,62,332,Corporate,2025-10-07
T4195,283.79,62,603,SME,2025-10-07
T4199,526.65,62,339,SME,2025-10-07
T4234,131.99,62,771,Retail,2025-10-07
T4239,1302.5,62,536,Corporate,2025-10-07
T4554,121.98,62,453,Retail,2025-10-07
T4555,103.11,62,573,SME,2025-10-07
T4666,2221.16,62,370,Retail,2025-10-07
T0607,202.3,61,422,Corporate,2025-10-08
T0783,432.86,61,743,SME,2025-10-08
T1057,860.15,61,631,SME,2025-10-08
T1862,213.16,61,799,Corporate,2025-10-08
T2138,131.92,61,558,Retail,2025-10-08
T2896,226.45,61,800,Corporate,2025-10-08
T3650,604.77,61,787,Retail,2025-10-08
T3788,329.12,61,525,Corporate,2025-10-08
T3871,51.98,61,493,Retail,2025-10-08
T4034,510.88,61,621,Retail,2025-10-08
T4332,169.5,61,467,Corporate,2025-10-08
T4343,926.99,61,316,SME,2025-10-08
T0056,1170.72,60,719,Corporate,2025-10-09
T0205,576.34,60,414,Corporate,2025-10-09
T0822,79.22,60,599,SME,2025-10-09
T2334,448.58,60,845,Corporate,2025-10-09
T2426,496.23,60,548,SME,2025-10-09
T2572,237.7,60,675,SME,2025-10-09
T2780,43.26,60,743,SME,2025-10-09
T3165,169.4,60,777,Retail,2025-10-09
T3612,715.6,60,674,Retail,2025-10-09
T3750,400.36,60,850,SME,2025-10-09
T3842,400.83,60,689,Retail,2025-10-09
T4547,27.93,60,415,Corporate,2025-10-09
T4983,76.99,60,611,Corporate,2025-10-09
T0415,166.39,59,403,Retail,2025-10-10
T0702,487.88,59,520,Corporate,2025-10-10
T1042,873.68,59,385,Corporate,2025-10-10
T1338,258.58,59,446,Retail,2025-10-10
T2066,179.37,59,786,SME,2025-10-10
T2867,1719.7,59,787,SME,2025-10-10
T3020,324.38,59,662,SME,2025-10-10
T3096,204.43,59,842,SME,2025-10-10
T3315,312.53,59,547,SME,2025-10-10
T3359,56.13,59,738,Corporate,2025-10-10
T3365,232.88,59,784,Corporate,2025-10-10
T3472,141.02,59,844,SME,2025-10-10
T3557,104.48,59,764,Retail,2025-10-10
T4268,1185.79,59,639,SME,2025-10-10
T4558,373.88,59,737,Retail,2025-10-10
T4874,198.25,59,535,SME,2025-10-10
T4973,810.57,59,646,SME,2025-10-10
T1449,82.5,58,312,SME,2025-10-11
T1853,254.54,58,523,Retail,2025-10-11
T2501,495.1,58,799,SME,2025-10-11
T2984,630.79,58,820,Corporate,2025-10-11
T3463,456.34,57,703,Corporate,2025-10-12
T0414,1791.26,56,743,Retail,2025-10-13
T0616,257.23,56,731,SME,2025-10-13
T1297,275.25,56,333,Retail,2025-10-13
T1532,297.5,56,745,Retail,2025-10-13
T1652,558.98,56,797,Corporate,2025-10-13
T1670,755.81,56,804,Retail,2025-10-13
T1749,185.76,56,380,SME,2025-10-13
T1764,172.07,56,763,Corporate,2025-10-13
T1870,933.17,56,712,SME,2025-10-13
T2054,225.03,56,719,SME,2025-10-13
T2509,42.32,56,678,SME,2025-10-13
T2672,149.4,56,486,Corporate,2025-10-13
T3167,162.67,56,598,SME,2025-10-13
T3719,142.68,56,485,Corporate,2025-10-13
T3795,100.45,56,558,SME,2025-10-13
T4286,128.79,56,704,Corporate,2025-10-13
T4618,546.06,56,723,Retail,2025-10-13
T4987,474.2,56,564,SME,2025-10-13
T0267,1296.45,55,666,Corporate,2025-10-14
T0662,383.99,55,606,SME,2025-10-14
T0918,196.09,55,352,Retail,2025-10-14
T1134,276.33,55,339,Corporate,2025-10-14
T1744,425.3,55,728,Retail,2025-10-14
T2262,826.21,55,336,SME,2025-10-14
T2399,184.59,55,746,Retail,2025-10-14
T2433,651.49,55,659,Retail,2025-10-14
T2609,334.31,55,808,Corporate,2025-10-14
T2716,82.83,55,318,Retail,2025-10-14
T3288,650.26,55,603,SME,2025-10-14
T3399,148.83,55,352,Retail,2025-10-14
T3508,178.51,55,542,Retail,2025-10-14
T3594,283.85,55,558,Corporate,2025-10-14
T3790,738.53,55,782,SME,2025-10-14
T3960,240.29,55,601,Corporate,2025-10-14
T4497,86.25,55,542,Retail,2025-10-14
T4840,110.8,55,802,Retail,2025-10-14
T4898,274.05,55,440,Corporate,2025-10-14
T0110,943.49,54,551,Corporate,2025-10-15
T0143,322.66,54,351,Retail,2025-10-15
T0427,361.26,54,607,SME,2025-10-15
T0898,506.92,54,394,Retail,2025-10-15
T1027,126.47,54,715,SME,2025-10-15
T1039,92.32,54,331,Corporate,2025-10-15
T1556,179.3,54,385,SME,2025-10-15
T1931,723.97,54,823,SME,2025-10-15
T1945,68.65,54,417,Retail,2025-10-15
T2548,349.54,54,598,SME,2025-10-15
T2808,26.99,54,623,Retail,2025-10-15
T3939,82.47,54,524,SME,2025-10-15
T3979,898.01,54,517,Corporate,2025-10-15
T4048,903.75,54,316,SME,2025-10-15
T4091,892.26,54,462,Retail,2025-10-15
T4544,1330.81,54,318,SME,2025-10-15
T4833,441.88,54,785,Retail,2025-10-15
T0140,396.22,53,390,SME,2025-10-16
T0442,212.4,53,739,Retail,2025-10-16
T1263,82.8,53,663,SME,2025-10-16
T2124,781.86,53,633,Corporate,2025-10-16
T2397,33.82,53,650,Retail,2025-10-16
T2675,499.79,53,675,SME,2025-10-16
T3405,44.5,53,544,Retail,2025-10-16
T4702,237.18,53,480,Corporate,2025-10-16
T4893,24.13,53,799,Retail,2025-10-16
T0227,197.58,52,840,Corporate,2025-10-17
T0242,264.48,52,535,Retail,2025-10-17
T0782,198.48,52,444,SME,2025-10-17
T1997,411.65,52,836,Retail,2025-10-17
T2064,54.72,52,386,Corporate,2025-10-17
T2135,528.06,52,664,Corporate,2025-10-17
T2772,255.54,52,325,Retail,2025-10-17
T2855,103.56,52,832,SME,2025-10-17
T3173,63.45,52,472,Retail,2025-10-17
T4511,966.94,52,451,Corporate,2025-10-17
T2272,469.06,51,841,SME,2025-10-18
T4657,198.18,51,367,Corporate,2025-10-18
T4910,520.19,51,427,Retail,2025-10-18
T2030,149.15,50,656,Retail,2025-10-19
T3297,47.26,50,809,Corporate,2025-10-19
T0018,120.94,49,720,Corporate,2025-10-20
T0287,390.82,49,328,SME,2025-10-20
T0759,32.48,49,359,Retail,2025-10-20
T0917,242.45,49,522,Retail,2025-10-20
T1013,177.93,49,693,Retail,2025-10-20
T1162,223.37,49,599,Corporate,2025-10-20
T1576,23.16,49,375,Retail,2025-10-20
T1743,349.26,49,802,Corporate,2025-10-20
T1935,1181.04,49,468,Corporate,2025-10-20
T2098,44.58,49,669,Retail,2025-10-20
T2848,146.67,49,686,Corporate,2025-10-20
T3094,434.22,49,662,SME,2025-10-20
T3097,737.99,49,690,Corporate,2025-10-20
T3460,378.94,49,460,Retail,2025-10-20
T3474,198.02,49,608,SME,2025-10-20
T4411,432.66,49,374,Retail,2025-10-20
T4460,126.76,49,658,SME,2025-10-20
T4510,29.56,49,332,Corporate,2025-10-20
T4524,501.16,49,374,SME,2025-10-20
T4533,60.6,49,771,SME,2025-10-20
T4645,1575.82,49,727,Retail,2025-10-20
T4700,446.5,49,521,Retail,2025-10-20
T0420,104.01,48,736,SME,2025-10-21
T0465,329.58,48,465,SME,2025-10-21
T0570,472.98,48,715,SME,2025-10-21
T1127,630.2,48,622,SME,2025-10-21
T1390,409.99,48,352,Corporate,2025-10-21
T1464,1140.47,48,648,SME,2025-10-21
T2088,37.32,48,718,Retail,2025-10-21
T2378,497.17,48,503,Retail,2025-10-21
T2388,949.38,48,587,Corporate,2025-10-21
T2880,553.34,48,741,SME,2025-10-21
T2886,106.51,48,440,SME,2025-10-21
T3319,912.64,48,489,Retail,2025-10-21
T3387,180.47,48,777,SME,2025-10-21
T3435,365.6,48,421,Retail,2025-10-21
T3955,341.83,48,656,SME,2025-10-21
T0163,46.83,47,580,Corporate,2025-10-22
T0358,160.16,47,385,Corporate,2025-10-22
T0404,101.31,47,509,Retail,2025-10-22
T0811,127.83,47,379,Corporate,2025-10-22
T1040,209.88,47,311,Corporate,2025-10-22
T1131,143.92,47,820,SME,2025-10-22
T1233,649.65,47,410,SME,2025-10-22
T1241,131.64,47,343,SME,2025-10-22
T1300,642.12,47,719,Corporate,2025-10-22
T1320,587.85,47,786,Corporate,2025-10-22
T1335,379.11,47,403,SME,2025-10-22
T1563,344.5,47,773,Retail,2025-10-22
T2751,158.27,47,313,Corporate,2025-10-22
T2966,310.21,47,481,Retail,2025-10-22
T3846,187.88,47,664,Corporate,2025-10-22
T3931,254.66,47,462,Retail,2025-10-22
T4345,1155.16,47,311,Retail,2025-10-22
